roi_i,roi_j,consistency,roi_i_name,roi_i_network,roi_j_name,roi_j_network
17.0,140.0,0.0,LH_Vis_17,Visual,RH_Vis_20,Visual
17.0,139.0,0.0,LH_Vis_17,Visual,RH_Vis_19,Visual
17.0,138.0,0.0,LH_Vis_17,Visual,RH_Vis_18,Visual
17.0,137.0,0.0,LH_Vis_17,Visual,RH_Vis_17,Visual
17.0,136.0,0.0,LH_Vis_17,Visual,RH_Vis_16,Visual
17.0,135.0,0.0,LH_Vis_17,Visual,RH_Vis_15,Visual
17.0,134.0,0.0,LH_Vis_17,Visual,RH_Vis_14,Visual
17.0,133.0,0.0,LH_Vis_17,Visual,RH_Vis_13,Visual
17.0,132.0,0.0,LH_Vis_17,Visual,RH_Vis_12,Visual
17.0,131.0,0.0,LH_Vis_17,Visual,RH_Vis_11,Visual
17.0,130.0,0.0,LH_Vis_17,Visual,RH_Vis_10,Visual
17.0,129.0,0.0,LH_Vis_17,Visual,RH_Vis_9,Visual
17.0,128.0,0.0,LH_Vis_17,Visual,RH_Vis_8,Visual
17.0,127.0,0.0,LH_Vis_17,Visual,RH_Vis_7,Visual
17.0,158.0,0.0,LH_Vis_17,Visual,RH_SomMot_18,Somatomotor
17.0,157.0,0.0,LH_Vis_17,Visual,RH_SomMot_17,Somatomotor
17.0,156.0,0.0,LH_Vis_17,Visual,RH_SomMot_16,Somatomotor
17.0,155.0,0.0,LH_Vis_17,Visual,RH_SomMot_15,Somatomotor
17.0,154.0,0.0,LH_Vis_17,Visual,RH_SomMot_14,Somatomotor
17.0,153.0,0.0,LH_Vis_17,Visual,RH_SomMot_13,Somatomotor
17.0,152.0,0.0,LH_Vis_17,Visual,RH_SomMot_12,Somatomotor
17.0,151.0,0.0,LH_Vis_17,Visual,RH_SomMot_11,Somatomotor
17.0,150.0,0.0,LH_Vis_17,Visual,RH_SomMot_10,Somatomotor
17.0,149.0,0.0,LH_Vis_17,Visual,RH_SomMot_9,Somatomotor
17.0,148.0,0.0,LH_Vis_17,Visual,RH_SomMot_8,Somatomotor
17.0,147.0,0.0,LH_Vis_17,Visual,RH_SomMot_7,Somatomotor
17.0,146.0,0.0,LH_Vis_17,Visual,RH_SomMot_6,Somatomotor
17.0,145.0,0.0,LH_Vis_17,Visual,RH_SomMot_5,Somatomotor
17.0,144.0,0.0,LH_Vis_17,Visual,RH_SomMot_4,Somatomotor
17.0,143.0,0.0,LH_Vis_17,Visual,RH_SomMot_3,Somatomotor
17.0,174.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_14,DorsalAttn
17.0,173.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_13,DorsalAttn
17.0,172.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_12,DorsalAttn
17.0,171.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_11,DorsalAttn
17.0,170.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_10,DorsalAttn
17.0,169.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_9,DorsalAttn
17.0,168.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_8,DorsalAttn
17.0,167.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_7,DorsalAttn
17.0,166.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_6,DorsalAttn
17.0,165.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_5,DorsalAttn
17.0,164.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_4,DorsalAttn
17.0,163.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_3,DorsalAttn
17.0,162.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_2,DorsalAttn
17.0,161.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_1,DorsalAttn
17.0,160.0,0.0,LH_Vis_17,Visual,RH_SomMot_20,Somatomotor
17.0,159.0,0.0,LH_Vis_17,Visual,RH_SomMot_19,Somatomotor
17.0,190.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_10,Salience
17.0,189.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_9,Salience
17.0,188.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_8,Salience
17.0,187.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_7,Salience
17.0,186.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_6,Salience
17.0,185.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_5,Salience
17.0,184.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_4,Salience
17.0,183.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_3,Salience
17.0,182.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_2,Salience
17.0,181.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_1,Salience
17.0,180.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_20,DorsalAttn
17.0,179.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_19,DorsalAttn
17.0,178.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_18,DorsalAttn
17.0,177.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_17,DorsalAttn
17.0,176.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_16,DorsalAttn
17.0,175.0,0.0,LH_Vis_17,Visual,RH_DorsAttn_15,DorsalAttn
18.0,25.0,0.0,LH_Vis_18,Visual,LH_SomMot_5,Somatomotor
18.0,24.0,0.0,LH_Vis_18,Visual,LH_SomMot_4,Somatomotor
18.0,23.0,0.0,LH_Vis_18,Visual,LH_SomMot_3,Somatomotor
18.0,22.0,0.0,LH_Vis_18,Visual,LH_SomMot_2,Somatomotor
18.0,21.0,0.0,LH_Vis_18,Visual,LH_SomMot_1,Somatomotor
18.0,20.0,0.0,LH_Vis_18,Visual,LH_Vis_20,Visual
18.0,19.0,0.0,LH_Vis_18,Visual,LH_Vis_19,Visual
17.0,199.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_19,Salience
17.0,198.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_18,Salience
17.0,197.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_17,Salience
17.0,196.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_16,Salience
17.0,195.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_15,Salience
17.0,194.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_14,Salience
17.0,193.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_13,Salience
17.0,192.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_12,Salience
17.0,191.0,0.0,LH_Vis_17,Visual,RH_SalVentAttn_11,Salience
18.0,41.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_1,DorsalAttn
18.0,40.0,0.0,LH_Vis_18,Visual,LH_SomMot_20,Somatomotor
18.0,39.0,0.0,LH_Vis_18,Visual,LH_SomMot_19,Somatomotor
18.0,38.0,0.0,LH_Vis_18,Visual,LH_SomMot_18,Somatomotor
18.0,37.0,0.0,LH_Vis_18,Visual,LH_SomMot_17,Somatomotor
18.0,36.0,0.0,LH_Vis_18,Visual,LH_SomMot_16,Somatomotor
18.0,35.0,0.0,LH_Vis_18,Visual,LH_SomMot_15,Somatomotor
18.0,34.0,0.0,LH_Vis_18,Visual,LH_SomMot_14,Somatomotor
18.0,33.0,0.0,LH_Vis_18,Visual,LH_SomMot_13,Somatomotor
18.0,32.0,0.0,LH_Vis_18,Visual,LH_SomMot_12,Somatomotor
18.0,31.0,0.0,LH_Vis_18,Visual,LH_SomMot_11,Somatomotor
18.0,30.0,0.0,LH_Vis_18,Visual,LH_SomMot_10,Somatomotor
18.0,29.0,0.0,LH_Vis_18,Visual,LH_SomMot_9,Somatomotor
18.0,28.0,0.0,LH_Vis_18,Visual,LH_SomMot_8,Somatomotor
18.0,27.0,0.0,LH_Vis_18,Visual,LH_SomMot_7,Somatomotor
18.0,26.0,0.0,LH_Vis_18,Visual,LH_SomMot_6,Somatomotor
18.0,57.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_17,DorsalAttn
18.0,56.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_16,DorsalAttn
18.0,55.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_15,DorsalAttn
18.0,54.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_14,DorsalAttn
18.0,53.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_13,DorsalAttn
18.0,52.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_12,DorsalAttn
18.0,51.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_11,DorsalAttn
18.0,50.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_10,DorsalAttn
18.0,49.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_9,DorsalAttn
18.0,48.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_8,DorsalAttn
18.0,47.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_7,DorsalAttn
18.0,46.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_6,DorsalAttn
18.0,45.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_5,DorsalAttn
18.0,44.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_4,DorsalAttn
18.0,43.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_3,DorsalAttn
18.0,42.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_2,DorsalAttn
18.0,73.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_13,Salience
18.0,72.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_12,Salience
18.0,71.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_11,Salience
18.0,70.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_10,Salience
18.0,69.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_9,Salience
18.0,68.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_8,Salience
18.0,67.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_7,Salience
18.0,66.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_6,Salience
18.0,65.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_5,Salience
18.0,64.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_4,Salience
18.0,63.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_3,Salience
18.0,62.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_2,Salience
18.0,61.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_1,Salience
18.0,60.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_20,DorsalAttn
18.0,59.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_19,DorsalAttn
18.0,58.0,0.0,LH_Vis_18,Visual,LH_DorsAttn_18,DorsalAttn
18.0,89.0,0.0,LH_Vis_18,Visual,LH_Limbic_9,Limbic
18.0,88.0,0.0,LH_Vis_18,Visual,LH_Limbic_8,Limbic
18.0,87.0,0.0,LH_Vis_18,Visual,LH_Limbic_7,Limbic
18.0,86.0,0.0,LH_Vis_18,Visual,LH_Limbic_6,Limbic
18.0,85.0,0.0,LH_Vis_18,Visual,LH_Limbic_5,Limbic
18.0,84.0,0.0,LH_Vis_18,Visual,LH_Limbic_4,Limbic
18.0,83.0,0.0,LH_Vis_18,Visual,LH_Limbic_3,Limbic
18.0,82.0,0.0,LH_Vis_18,Visual,LH_Limbic_2,Limbic
18.0,81.0,0.0,LH_Vis_18,Visual,LH_Limbic_1,Limbic
18.0,80.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_20,Salience
18.0,79.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_19,Salience
18.0,78.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_18,Salience
18.0,77.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_17,Salience
18.0,76.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_16,Salience
18.0,75.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_15,Salience
18.0,74.0,0.0,LH_Vis_18,Visual,LH_SalVentAttn_14,Salience
18.0,105.0,0.0,LH_Vis_18,Visual,LH_Default_5,Default
18.0,104.0,0.0,LH_Vis_18,Visual,LH_Default_4,Default
18.0,103.0,0.0,LH_Vis_18,Visual,LH_Default_3,Default
18.0,102.0,0.0,LH_Vis_18,Visual,LH_Default_2,Default
18.0,101.0,0.0,LH_Vis_18,Visual,LH_Default_1,Default
18.0,100.0,0.0,LH_Vis_18,Visual,LH_FrontPar_10,Frontoparietal
18.0,99.0,0.0,LH_Vis_18,Visual,LH_FrontPar_9,Frontoparietal
18.0,98.0,0.0,LH_Vis_18,Visual,LH_FrontPar_8,Frontoparietal
18.0,97.0,0.0,LH_Vis_18,Visual,LH_FrontPar_7,Frontoparietal
18.0,96.0,0.0,LH_Vis_18,Visual,LH_FrontPar_6,Frontoparietal
18.0,95.0,0.0,LH_Vis_18,Visual,LH_FrontPar_5,Frontoparietal
18.0,94.0,0.0,LH_Vis_18,Visual,LH_FrontPar_4,Frontoparietal
18.0,93.0,0.0,LH_Vis_18,Visual,LH_FrontPar_3,Frontoparietal
18.0,92.0,0.0,LH_Vis_18,Visual,LH_FrontPar_2,Frontoparietal
18.0,91.0,0.0,LH_Vis_18,Visual,LH_FrontPar_1,Frontoparietal
18.0,90.0,0.0,LH_Vis_18,Visual,LH_Limbic_10,Limbic
18.0,121.0,0.0,LH_Vis_18,Visual,RH_Vis_1,Visual
18.0,120.0,0.0,LH_Vis_18,Visual,LH_Default_20,Default
18.0,119.0,0.0,LH_Vis_18,Visual,LH_Default_19,Default
18.0,118.0,0.0,LH_Vis_18,Visual,LH_Default_18,Default
18.0,117.0,0.0,LH_Vis_18,Visual,LH_Default_17,Default
18.0,116.0,0.0,LH_Vis_18,Visual,LH_Default_16,Default
18.0,115.0,0.0,LH_Vis_18,Visual,LH_Default_15,Default
18.0,114.0,0.0,LH_Vis_18,Visual,LH_Default_14,Default
18.0,113.0,0.0,LH_Vis_18,Visual,LH_Default_13,Default
18.0,112.0,0.0,LH_Vis_18,Visual,LH_Default_12,Default
18.0,111.0,0.0,LH_Vis_18,Visual,LH_Default_11,Default
18.0,110.0,0.0,LH_Vis_18,Visual,LH_Default_10,Default
18.0,109.0,0.0,LH_Vis_18,Visual,LH_Default_9,Default
18.0,108.0,0.0,LH_Vis_18,Visual,LH_Default_8,Default
18.0,107.0,0.0,LH_Vis_18,Visual,LH_Default_7,Default
18.0,106.0,0.0,LH_Vis_18,Visual,LH_Default_6,Default
18.0,137.0,0.0,LH_Vis_18,Visual,RH_Vis_17,Visual
18.0,136.0,0.0,LH_Vis_18,Visual,RH_Vis_16,Visual
18.0,135.0,0.0,LH_Vis_18,Visual,RH_Vis_15,Visual
18.0,134.0,0.0,LH_Vis_18,Visual,RH_Vis_14,Visual
18.0,133.0,0.0,LH_Vis_18,Visual,RH_Vis_13,Visual
18.0,132.0,0.0,LH_Vis_18,Visual,RH_Vis_12,Visual
18.0,131.0,0.0,LH_Vis_18,Visual,RH_Vis_11,Visual
18.0,130.0,0.0,LH_Vis_18,Visual,RH_Vis_10,Visual
18.0,129.0,0.0,LH_Vis_18,Visual,RH_Vis_9,Visual
18.0,128.0,0.0,LH_Vis_18,Visual,RH_Vis_8,Visual
18.0,127.0,0.0,LH_Vis_18,Visual,RH_Vis_7,Visual
18.0,126.0,0.0,LH_Vis_18,Visual,RH_Vis_6,Visual
18.0,125.0,0.0,LH_Vis_18,Visual,RH_Vis_5,Visual
18.0,124.0,0.0,LH_Vis_18,Visual,RH_Vis_4,Visual
18.0,123.0,0.0,LH_Vis_18,Visual,RH_Vis_3,Visual
18.0,122.0,0.0,LH_Vis_18,Visual,RH_Vis_2,Visual
18.0,153.0,0.0,LH_Vis_18,Visual,RH_SomMot_13,Somatomotor
18.0,152.0,0.0,LH_Vis_18,Visual,RH_SomMot_12,Somatomotor
18.0,151.0,0.0,LH_Vis_18,Visual,RH_SomMot_11,Somatomotor
18.0,150.0,0.0,LH_Vis_18,Visual,RH_SomMot_10,Somatomotor
18.0,149.0,0.0,LH_Vis_18,Visual,RH_SomMot_9,Somatomotor
18.0,148.0,0.0,LH_Vis_18,Visual,RH_SomMot_8,Somatomotor
18.0,147.0,0.0,LH_Vis_18,Visual,RH_SomMot_7,Somatomotor
18.0,146.0,0.0,LH_Vis_18,Visual,RH_SomMot_6,Somatomotor
18.0,145.0,0.0,LH_Vis_18,Visual,RH_SomMot_5,Somatomotor
18.0,144.0,0.0,LH_Vis_18,Visual,RH_SomMot_4,Somatomotor
18.0,143.0,0.0,LH_Vis_18,Visual,RH_SomMot_3,Somatomotor
18.0,142.0,0.0,LH_Vis_18,Visual,RH_SomMot_2,Somatomotor
18.0,141.0,0.0,LH_Vis_18,Visual,RH_SomMot_1,Somatomotor
18.0,140.0,0.0,LH_Vis_18,Visual,RH_Vis_20,Visual
18.0,139.0,0.0,LH_Vis_18,Visual,RH_Vis_19,Visual
18.0,138.0,0.0,LH_Vis_18,Visual,RH_Vis_18,Visual
18.0,169.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_9,DorsalAttn
18.0,168.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_8,DorsalAttn
18.0,167.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_7,DorsalAttn
18.0,166.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_6,DorsalAttn
18.0,165.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_5,DorsalAttn
18.0,164.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_4,DorsalAttn
18.0,163.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_3,DorsalAttn
18.0,162.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_2,DorsalAttn
18.0,161.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_1,DorsalAttn
18.0,160.0,0.0,LH_Vis_18,Visual,RH_SomMot_20,Somatomotor
18.0,159.0,0.0,LH_Vis_18,Visual,RH_SomMot_19,Somatomotor
18.0,158.0,0.0,LH_Vis_18,Visual,RH_SomMot_18,Somatomotor
18.0,157.0,0.0,LH_Vis_18,Visual,RH_SomMot_17,Somatomotor
18.0,156.0,0.0,LH_Vis_18,Visual,RH_SomMot_16,Somatomotor
18.0,155.0,0.0,LH_Vis_18,Visual,RH_SomMot_15,Somatomotor
18.0,154.0,0.0,LH_Vis_18,Visual,RH_SomMot_14,Somatomotor
18.0,185.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_5,Salience
18.0,184.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_4,Salience
18.0,183.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_3,Salience
18.0,182.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_2,Salience
18.0,181.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_1,Salience
18.0,180.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_20,DorsalAttn
18.0,179.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_19,DorsalAttn
18.0,178.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_18,DorsalAttn
18.0,177.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_17,DorsalAttn
18.0,176.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_16,DorsalAttn
18.0,175.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_15,DorsalAttn
18.0,174.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_14,DorsalAttn
18.0,173.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_13,DorsalAttn
18.0,172.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_12,DorsalAttn
18.0,171.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_11,DorsalAttn
18.0,170.0,0.0,LH_Vis_18,Visual,RH_DorsAttn_10,DorsalAttn
19.0,21.0,0.0,LH_Vis_19,Visual,LH_SomMot_1,Somatomotor
19.0,20.0,0.0,LH_Vis_19,Visual,LH_Vis_20,Visual
18.0,199.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_19,Salience
18.0,198.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_18,Salience
18.0,197.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_17,Salience
18.0,196.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_16,Salience
18.0,195.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_15,Salience
18.0,194.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_14,Salience
18.0,193.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_13,Salience
18.0,192.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_12,Salience
18.0,191.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_11,Salience
18.0,190.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_10,Salience
18.0,189.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_9,Salience
18.0,188.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_8,Salience
18.0,187.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_7,Salience
18.0,186.0,0.0,LH_Vis_18,Visual,RH_SalVentAttn_6,Salience
19.0,37.0,0.0,LH_Vis_19,Visual,LH_SomMot_17,Somatomotor
19.0,36.0,0.0,LH_Vis_19,Visual,LH_SomMot_16,Somatomotor
19.0,35.0,0.0,LH_Vis_19,Visual,LH_SomMot_15,Somatomotor
19.0,34.0,0.0,LH_Vis_19,Visual,LH_SomMot_14,Somatomotor
19.0,33.0,0.0,LH_Vis_19,Visual,LH_SomMot_13,Somatomotor
19.0,32.0,0.0,LH_Vis_19,Visual,LH_SomMot_12,Somatomotor
19.0,31.0,0.0,LH_Vis_19,Visual,LH_SomMot_11,Somatomotor
19.0,30.0,0.0,LH_Vis_19,Visual,LH_SomMot_10,Somatomotor
19.0,29.0,0.0,LH_Vis_19,Visual,LH_SomMot_9,Somatomotor
19.0,28.0,0.0,LH_Vis_19,Visual,LH_SomMot_8,Somatomotor
19.0,27.0,0.0,LH_Vis_19,Visual,LH_SomMot_7,Somatomotor
19.0,26.0,0.0,LH_Vis_19,Visual,LH_SomMot_6,Somatomotor
19.0,25.0,0.0,LH_Vis_19,Visual,LH_SomMot_5,Somatomotor
19.0,24.0,0.0,LH_Vis_19,Visual,LH_SomMot_4,Somatomotor
19.0,23.0,0.0,LH_Vis_19,Visual,LH_SomMot_3,Somatomotor
19.0,22.0,0.0,LH_Vis_19,Visual,LH_SomMot_2,Somatomotor
19.0,53.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_13,DorsalAttn
19.0,52.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_12,DorsalAttn
19.0,51.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_11,DorsalAttn
19.0,50.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_10,DorsalAttn
19.0,49.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_9,DorsalAttn
19.0,48.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_8,DorsalAttn
19.0,47.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_7,DorsalAttn
19.0,46.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_6,DorsalAttn
19.0,45.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_5,DorsalAttn
19.0,44.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_4,DorsalAttn
19.0,43.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_3,DorsalAttn
19.0,42.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_2,DorsalAttn
19.0,41.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_1,DorsalAttn
19.0,40.0,0.0,LH_Vis_19,Visual,LH_SomMot_20,Somatomotor
19.0,39.0,0.0,LH_Vis_19,Visual,LH_SomMot_19,Somatomotor
19.0,38.0,0.0,LH_Vis_19,Visual,LH_SomMot_18,Somatomotor
19.0,69.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_9,Salience
19.0,68.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_8,Salience
19.0,67.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_7,Salience
19.0,66.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_6,Salience
19.0,65.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_5,Salience
19.0,64.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_4,Salience
19.0,63.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_3,Salience
19.0,62.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_2,Salience
19.0,61.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_1,Salience
19.0,60.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_20,DorsalAttn
19.0,59.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_19,DorsalAttn
19.0,58.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_18,DorsalAttn
19.0,57.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_17,DorsalAttn
19.0,56.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_16,DorsalAttn
19.0,55.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_15,DorsalAttn
19.0,54.0,0.0,LH_Vis_19,Visual,LH_DorsAttn_14,DorsalAttn
19.0,85.0,0.0,LH_Vis_19,Visual,LH_Limbic_5,Limbic
19.0,84.0,0.0,LH_Vis_19,Visual,LH_Limbic_4,Limbic
19.0,83.0,0.0,LH_Vis_19,Visual,LH_Limbic_3,Limbic
19.0,82.0,0.0,LH_Vis_19,Visual,LH_Limbic_2,Limbic
19.0,81.0,0.0,LH_Vis_19,Visual,LH_Limbic_1,Limbic
19.0,80.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_20,Salience
19.0,79.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_19,Salience
19.0,78.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_18,Salience
19.0,77.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_17,Salience
19.0,76.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_16,Salience
19.0,75.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_15,Salience
19.0,74.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_14,Salience
19.0,73.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_13,Salience
19.0,72.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_12,Salience
19.0,71.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_11,Salience
19.0,70.0,0.0,LH_Vis_19,Visual,LH_SalVentAttn_10,Salience
19.0,101.0,0.0,LH_Vis_19,Visual,LH_Default_1,Default
19.0,100.0,0.0,LH_Vis_19,Visual,LH_FrontPar_10,Frontoparietal
19.0,99.0,0.0,LH_Vis_19,Visual,LH_FrontPar_9,Frontoparietal
19.0,98.0,0.0,LH_Vis_19,Visual,LH_FrontPar_8,Frontoparietal
19.0,97.0,0.0,LH_Vis_19,Visual,LH_FrontPar_7,Frontoparietal
19.0,96.0,0.0,LH_Vis_19,Visual,LH_FrontPar_6,Frontoparietal
19.0,95.0,0.0,LH_Vis_19,Visual,LH_FrontPar_5,Frontoparietal
19.0,94.0,0.0,LH_Vis_19,Visual,LH_FrontPar_4,Frontoparietal
19.0,93.0,0.0,LH_Vis_19,Visual,LH_FrontPar_3,Frontoparietal
19.0,92.0,0.0,LH_Vis_19,Visual,LH_FrontPar_2,Frontoparietal
19.0,91.0,0.0,LH_Vis_19,Visual,LH_FrontPar_1,Frontoparietal
19.0,90.0,0.0,LH_Vis_19,Visual,LH_Limbic_10,Limbic
19.0,89.0,0.0,LH_Vis_19,Visual,LH_Limbic_9,Limbic
19.0,88.0,0.0,LH_Vis_19,Visual,LH_Limbic_8,Limbic
19.0,87.0,0.0,LH_Vis_19,Visual,LH_Limbic_7,Limbic
